Date,Close_fund,Close_index
1993-05-18,44.125,440.320007
1993-05-19,45.03125,447.570007
1993-05-20,45.15625,450.589996
1993-05-21,44.75,445.839996
1993-05-24,44.9375,448.0
1993-05-25,45.03125,448.850006
1993-05-26,45.59375,453.440002
1993-05-27,45.4375,452.410004
1993-05-28,45.21875,450.190002
1993-06-01,45.65625,453.829987
1993-06-02,45.59375,453.850006
1993-06-03,45.4375,452.48999
1993-06-04,45.28125,450.059998
1993-06-07,45.125,447.690002
1993-06-08,44.71875,444.709991
1993-06-09,44.875,445.779999
1993-06-10,44.90625,445.380005
1993-06-11,45.09375,447.26001
1993-06-14,45.03125,447.709991
1993-06-15,44.9375,446.269989
1993-06-16,45.03125,447.429993
1993-06-17,45.1875,448.540009
1993-06-18,44.5,443.679993
1993-06-21,44.59375,446.220001
1993-06-22,44.625,445.929993
1993-06-23,44.21875,443.190002
1993-06-24,44.8125,446.619995
1993-06-25,44.78125,447.600006
1993-06-28,45.28125,451.850006
1993-06-29,45.0625,450.690002
1993-06-30,45.0625,450.529999
1993-07-01,44.9375,449.019989
1993-07-02,44.6875,445.839996
1993-07-06,44.21875,441.429993
1993-07-07,44.34375,442.829987
1993-07-08,44.84375,448.640015
1993-07-09,44.96875,448.109985
1993-07-12,44.9375,448.980011
1993-07-13,44.90625,448.089996
1993-07-14,45.0625,450.079987
1993-07-15,44.875,449.220001
1993-07-16,44.75,445.75
1993-07-19,44.71875,446.029999
1993-07-20,44.84375,447.309998
1993-07-21,44.8125,447.179993
1993-07-22,44.5,444.51001
1993-07-23,44.71875,447.100006
1993-07-26,44.96875,449.089996
1993-07-27,44.9375,448.23999
1993-07-28,44.84375,447.190002
1993-07-29,45.09375,450.23999
1993-07-30,44.84375,448.130005
1993-08-02,44.96875,450.149994
1993-08-03,45.0,449.269989
1993-08-04,45.0,448.540009
1993-08-05,44.90625,448.130005
1993-08-06,44.96875,448.679993
1993-08-09,45.21875,450.720001
1993-08-10,45.1875,449.450012
1993-08-11,45.1875,450.459991
1993-08-12,45.0625,448.959991
1993-08-13,45.125,450.140015
1993-08-16,45.375,452.380005
1993-08-17,45.53125,453.130005
1993-08-18,45.78125,456.040009
1993-08-19,45.78125,456.429993
1993-08-20,45.8125,456.160004
1993-08-23,45.71875,455.230011
1993-08-24,46.21875,459.769989
1993-08-25,46.25,460.130005
1993-08-26,46.28125,461.040009
1993-08-27,46.25,460.540009
1993-08-30,46.4375,461.899994
1993-08-31,46.5625,463.559998
1993-09-01,46.5,463.149994
1993-09-02,46.34375,461.299988
1993-09-03,46.375,461.339996
1993-09-07,46.0625,458.519989
1993-09-08,45.90625,456.649994
1993-09-09,46.0,457.5
1993-09-10,46.40625,461.720001
1993-09-13,46.4375,462.059998
1993-09-14,46.25,459.899994
1993-09-15,46.375,461.600006
1993-09-16,46.1875,459.429993
1993-09-17,45.8125,458.829987
1993-09-20,45.4375,455.049988
1993-09-21,45.28125,452.950012
1993-09-22,45.65625,456.200012
1993-09-23,45.90625,457.73999
1993-09-24,45.78125,457.630005
1993-09-27,46.28125,461.799988
1993-09-28,46.1875,461.529999
1993-09-29,46.03125,460.109985
1993-09-30,45.9375,458.929993
1993-10-01,46.15625,461.279999
1993-10-04,46.21875,461.339996
1993-10-05,46.15625,461.200012
1993-10-06,46.125,460.73999
1993-10-07,46.0,459.179993
1993-10-08,46.0625,460.309998
1993-10-11,46.15625,460.880005
1993-10-12,46.21875,461.119995
1993-10-13,46.21875,461.48999
1993-10-14,46.8125,466.829987
1993-10-15,47.0625,469.5
1993-10-18,46.9375,468.450012
1993-10-19,46.59375,466.209991
1993-10-20,46.65625,466.070007
1993-10-21,46.59375,465.359985
1993-10-22,46.375,463.269989
1993-10-25,46.5,464.200012
1993-10-26,46.46875,464.299988
1993-10-27,46.5,464.609985
1993-10-28,46.84375,467.730011
1993-10-29,46.84375,467.829987
1993-11-01,46.96875,469.100006
1993-11-02,46.9375,468.440002
1993-11-03,46.34375,463.019989
1993-11-04,45.84375,457.48999
1993-11-05,46.0625,459.570007
1993-11-08,46.125,460.209991
1993-11-09,46.15625,460.329987
1993-11-10,46.5,463.720001
1993-11-11,46.375,462.640015
1993-11-12,46.59375,465.390015
1993-11-15,46.5625,463.75
1993-11-16,46.78125,466.73999
1993-11-17,46.53125,464.809998
1993-11-18,46.40625,463.619995
1993-11-19,46.3125,462.600006
1993-11-22,46.03125,459.130005
1993-11-23,46.28125,461.029999
1993-11-24,46.46875,462.359985
1993-11-26,46.5,463.059998
1993-11-29,46.3125,461.899994
1993-11-30,46.34375,461.790009
1993-12-01,46.40625,461.890015
1993-12-02,46.53125,463.109985
1993-12-03,46.71875,464.890015
1993-12-06,46.875,466.429993
1993-12-07,46.84375,466.76001
1993-12-08,46.84375,466.290009
1993-12-09,46.6875,464.179993
1993-12-10,46.59375,463.929993
1993-12-13,46.875,465.700012
1993-12-14,46.53125,463.059998
1993-12-15,46.46875,461.839996
1993-12-16,46.625,463.339996
1993-12-17,46.5625,466.380005
1993-12-20,46.625,465.850006
1993-12-21,46.46875,465.299988
1993-12-22,46.78125,467.320007
1993-12-23,46.75,467.380005
1993-12-27,47.0,470.540009
1993-12-28,47.09375,470.940002
1993-12-29,47.03125,470.579987
1993-12-30,46.84375,468.640015
1993-12-31,46.59375,466.450012
1994-01-03,46.46875,465.440002
1994-01-04,46.65625,466.890015
1994-01-05,46.75,467.549988
1994-01-06,46.75,467.119995
1994-01-07,47.03125,469.899994
1994-01-10,47.59375,475.269989
1994-01-11,47.5,474.130005
1994-01-12,47.34375,474.170013
1994-01-13,47.21875,472.470001
1994-01-14,47.40625,474.910004
1994-01-17,47.40625,473.299988
1994-01-18,47.46875,474.25
1994-01-19,47.34375,474.299988
1994-01-20,47.46875,474.980011
1994-01-21,47.375,474.720001
1994-01-24,47.1875,471.970001
1994-01-25,47.1875,470.920013
1994-01-26,47.3125,473.200012
1994-01-27,47.75,477.049988
1994-01-28,47.875,478.700012
1994-01-31,48.21875,481.609985
1994-02-01,47.96875,479.619995
1994-02-02,48.28125,482.0
1994-02-03,48.0625,480.709991
1994-02-04,46.96875,469.809998
1994-02-07,47.1875,471.76001
1994-02-08,47.21875,471.049988
1994-02-09,47.40625,472.769989
1994-02-10,47.0,468.929993
1994-02-11,47.15625,470.179993
1994-02-14,47.21875,470.230011
1994-02-15,47.46875,472.519989
1994-02-16,47.4375,472.790009
1994-02-17,47.15625,470.339996
1994-02-18,46.875,467.690002
1994-02-22,47.34375,471.459991
1994-02-23,47.21875,470.690002
1994-02-24,46.59375,464.26001
1994-02-25,46.8125,466.070007
1994-02-28,46.8125,467.140015
1994-03-01,46.625,464.440002
1994-03-02,46.6875,464.809998
1994-03-03,46.5625,463.01001
1994-03-04,46.6875,464.73999
1994-03-07,46.9375,466.910004
1994-03-08,46.75,465.880005
1994-03-09,46.96875,467.059998
1994-03-10,46.59375,463.899994
1994-03-11,46.84375,466.440002
1994-03-14,46.90625,467.390015
1994-03-15,46.875,467.01001
1994-03-16,47.25,469.420013
1994-03-17,47.25,470.899994
1994-03-18,46.96875,471.059998
1994-03-21,46.84375,468.540009
1994-03-22,46.96875,468.799988
1994-03-23,46.9375,468.540009
1994-03-24,46.375,464.350006
1994-03-25,45.9375,460.579987
1994-03-28,46.0,460.0
1994-03-29,45.09375,452.480011
1994-03-30,44.46875,445.549988
1994-03-31,44.59375,445.769989
1994-04-04,43.90625,438.920013
1994-04-05,44.8125,448.290009
1994-04-06,44.8125,448.049988
1994-04-07,45.03125,450.880005
1994-04-08,44.6875,447.100006
1994-04-11,44.875,449.869995
1994-04-12,44.8125,447.570007
1994-04-13,44.578125,446.26001
1994-04-14,44.59375,446.380005
1994-04-15,44.59375,446.179993
1994-04-18,44.296875,442.459991
1994-04-19,44.359375,442.540009
1994-04-20,44.3125,441.959991
1994-04-21,44.90625,448.730011
1994-04-22,44.859375,447.630005
1994-04-25,45.328125,452.709991
1994-04-26,45.28125,451.869995
1994-04-28,44.953125,449.100006
1994-04-29,45.09375,450.910004
1994-05-02,45.375,453.019989
1994-05-03,45.328125,453.029999
1994-05-04,45.25,451.720001
1994-05-05,45.1875,451.380005
1994-05-06,44.75,447.820007
1994-05-09,44.359375,442.320007
1994-05-10,44.703125,446.01001
1994-05-11,44.296875,441.48999
1994-05-12,44.515625,443.75
1994-05-13,44.515625,444.140015
1994-05-16,44.53125,444.48999
1994-05-17,45.1875,449.369995
1994-05-18,45.515625,453.690002
1994-05-19,45.734375,456.480011
1994-05-20,45.5625,454.920013
1994-05-23,45.484375,453.200012
1994-05-24,45.671875,454.809998
1994-05-25,45.796875,456.339996
1994-05-26,45.828125,457.059998
1994-05-27,45.875,457.329987
1994-05-31,45.8125,456.5
1994-06-01,46.015625,457.630005
1994-06-02,45.96875,457.649994
1994-06-03,46.234375,460.130005
1994-06-06,46.21875,458.880005
1994-06-07,46.15625,458.209991
1994-06-08,45.78125,457.059998
1994-06-09,46.03125,457.859985
1994-06-10,46.109375,458.670013
1994-06-13,46.171875,459.100006
1994-06-14,46.53125,462.369995
1994-06-15,46.34375,460.609985
1994-06-16,46.4375,461.929993
1994-06-17,45.875,458.450012
1994-06-20,45.484375,455.480011
1994-06-21,45.09375,451.339996
1994-06-22,45.265625,453.089996
1994-06-23,45.0,449.630005
1994-06-24,44.0625,442.799988
1994-06-27,44.828125,447.309998
1994-06-28,44.609375,446.070007
1994-06-29,44.75,447.630005
1994-06-30,44.46875,444.269989
1994-07-01,44.5625,446.200012
1994-07-05,44.796875,446.369995
1994-07-06,44.734375,446.130005
1994-07-07,44.921875,448.380005
1994-07-08,44.90625,449.549988
1994-07-11,44.75,448.059998
1994-07-12,44.8125,447.950012
1994-07-13,44.890625,448.730011
1994-07-14,45.375,453.410004
1994-07-15,45.390625,454.160004
1994-07-18,45.46875,455.220001
1994-07-19,45.375,453.859985
1994-07-20,45.171875,451.600006
1994-07-21,45.265625,452.609985
1994-07-22,45.34375,453.109985
1994-07-25,45.40625,454.25
1994-07-26,45.359375,453.359985
1994-07-27,45.359375,452.570007
1994-07-28,45.453125,454.23999
1994-07-29,45.90625,458.26001
1994-08-01,46.125,461.01001
1994-08-02,46.1875,460.559998
1994-08-03,46.203125,461.450012
1994-08-04,45.9375,458.399994
1994-08-05,45.78125,457.089996
1994-08-08,45.890625,457.890015
1994-08-09,45.96875,457.920013
1994-08-10,46.140625,460.299988
1994-08-11,45.96875,458.880005
1994-08-12,46.328125,461.940002
1994-08-15,46.3125,461.230011
1994-08-16,46.640625,465.01001
1994-08-17,46.609375,465.170013
1994-08-18,46.453125,463.170013
1994-08-19,46.421875,463.679993
1994-08-22,46.375,462.320007
1994-08-23,46.640625,464.51001
1994-08-24,47.140625,469.029999
1994-08-25,47.015625,468.079987
1994-08-26,47.6875,473.799988
1994-08-29,47.65625,474.589996
1994-08-30,47.78125,476.070007
1994-08-31,47.65625,475.48999
1994-09-01,47.5,473.170013
1994-09-02,47.296875,470.98999
1994-09-06,47.3125,471.859985
1994-09-07,47.265625,470.98999
1994-09-08,47.5,473.140015
1994-09-09,47.0,468.179993
1994-09-12,46.859375,466.209991
1994-09-13,47.0,467.51001
1994-09-14,47.046875,468.799988
1994-09-15,47.640625,474.809998
1994-09-16,47.015625,471.190002
1994-09-19,47.0625,470.850006
1994-09-20,46.171875,463.359985
1994-09-21,46.171875,461.459991
1994-09-22,46.0625,461.269989
1994-09-23,45.90625,459.670013
1994-09-26,46.140625,460.820007
1994-09-27,46.109375,462.049988
1994-09-28,46.46875,464.839996
1994-09-29,46.234375,462.23999
1994-09-30,46.171875,462.709991
1994-10-03,46.0625,461.73999
1994-10-04,45.375,454.589996
1994-10-05,45.390625,453.519989
1994-10-06,45.25,452.359985
1994-10-07,45.453125,455.100006
1994-10-10,45.9375,459.040009
1994-10-11,46.625,465.790009
1994-10-12,46.6875,465.470001
1994-10-13,46.84375,467.790009
1994-10-14,47.046875,469.100006
1994-10-17,46.953125,468.959991
1994-10-18,46.84375,467.660004
1994-10-19,47.0625,470.279999
1994-10-20,46.75,466.850006
1994-10-21,46.5625,464.890015
1994-10-24,46.171875,460.829987
1994-10-25,46.21875,461.529999
1994-10-26,46.390625,462.619995
1994-10-27,46.671875,465.850006
1994-10-28,47.65625,473.769989
1994-10-31,47.484375,472.350006
1994-11-01,46.953125,468.420013
1994-11-02,46.6875,466.51001
1994-11-03,46.9375,467.910004
1994-11-04,46.328125,462.279999
1994-11-07,46.46875,463.070007
1994-11-08,46.828125,465.649994
1994-11-09,46.90625,465.399994
1994-11-10,46.578125,464.369995
1994-11-11,46.40625,462.350006
1994-11-14,46.84375,466.040009
1994-11-15,46.6875,465.029999
1994-11-16,46.84375,465.619995
1994-11-17,46.53125,463.570007
1994-11-18,46.46875,461.470001
1994-11-21,46.0,458.299988
1994-11-22,45.0,450.089996
1994-11-23,45.25,449.929993
1994-11-25,45.46875,452.290009
1994-11-28,45.671875,454.160004
1994-11-29,45.65625,455.170013
1994-11-30,45.59375,453.690002
1994-12-01,45.140625,448.920013
1994-12-02,45.5625,453.299988
1994-12-05,45.609375,453.320007
1994-12-06,45.640625,453.109985
1994-12-07,45.3125,451.230011
1994-12-08,44.875,445.450012
1994-12-09,45.046875,446.959991
1994-12-12,45.34375,449.470001
1994-12-13,45.515625,450.149994
1994-12-14,45.75,454.970001
1994-12-15,45.890625,455.339996
1994-12-16,45.75,458.799988
1994-12-19,45.8125,457.910004
1994-12-20,45.671875,457.100006
1994-12-21,46.15625,459.609985
1994-12-22,46.015625,459.679993
1994-12-23,46.0625,459.829987
1994-12-27,46.3125,462.470001
1994-12-28,46.078125,460.859985
1994-12-29,46.109375,461.170013
1994-12-30,45.5625,459.269989
1995-01-03,45.78125,459.109985
1995-01-04,46.0,460.709991
1995-01-05,46.0,460.339996
1995-01-06,46.046875,460.679993
1995-01-09,46.09375,460.829987
1995-01-10,46.140625,461.679993
1995-01-11,46.171875,461.660004
1995-01-12,46.1875,461.640015
1995-01-13,46.734375,465.970001
1995-01-16,47.015625,469.380005
1995-01-17,47.03125,470.049988
1995-01-18,46.984375,469.709991
1995-01-19,46.71875,466.950012
1995-01-20,46.546875,464.779999
1995-01-23,46.6875,465.820007
1995-01-24,46.75,465.859985
1995-01-25,46.875,467.440002
1995-01-26,46.921875,468.320007
1995-01-27,47.109375,470.390015
1995-01-30,46.90625,468.51001
1995-01-31,47.09375,470.420013
1995-02-01,47.078125,470.399994
1995-02-02,47.359375,472.790009
1995-02-03,48.03125,478.649994
1995-02-06,48.234375,481.140015
1995-02-07,48.296875,480.809998
1995-02-08,48.296875,481.190002
1995-02-09,48.296875,480.190002
1995-02-10,48.359375,481.459991
1995-02-13,48.375,481.649994
1995-02-14,48.4375,482.549988
1995-02-15,48.703125,484.540009
1995-02-16,48.640625,485.220001
1995-02-17,48.453125,481.970001
1995-02-21,48.4375,482.720001
1995-02-22,48.796875,485.070007
1995-02-23,48.875,486.910004
1995-02-24,49.0,488.109985
1995-02-27,48.609375,483.809998
1995-02-28,49.015625,487.390015
1995-03-01,48.703125,485.649994
1995-03-02,48.765625,485.130005
1995-03-03,48.78125,485.420013
1995-03-06,48.8125,485.630005
1995-03-07,48.4375,482.119995
1995-03-08,48.5625,483.140015
1995-03-09,48.546875,483.160004
1995-03-10,49.265625,489.570007
1995-03-13,49.21875,490.049988
1995-03-14,49.578125,492.890015
1995-03-15,49.484375,491.880005
1995-03-16,49.78125,495.410004
1995-03-17,49.5625,495.519989
1995-03-20,49.5625,496.140015
1995-03-21,49.4375,495.070007
1995-03-22,49.484375,495.670013
1995-03-23,49.515625,495.950012
1995-03-24,50.21875,500.970001
1995-03-27,50.421875,503.200012
1995-03-28,50.421875,503.899994
1995-03-29,50.40625,503.119995
1995-03-30,50.3125,502.220001
1995-03-31,50.109375,500.709991
1995-04-03,50.234375,501.850006
1995-04-04,50.5625,505.23999
1995-04-05,50.5625,505.570007
1995-04-06,50.75,506.079987
1995-04-07,50.703125,506.420013
1995-04-10,50.796875,507.01001
1995-04-11,50.625,505.529999
1995-04-12,50.796875,507.170013
1995-04-13,51.078125,509.230011
1995-04-17,50.78125,506.130005
1995-04-18,50.609375,505.369995
1995-04-19,50.5625,504.920013
1995-04-20,50.640625,505.290009
1995-04-21,50.890625,508.48999
1995-04-24,51.484375,512.890015
1995-04-25,51.34375,512.099976
1995-04-26,51.390625,512.659973
1995-04-27,51.515625,513.549988
1995-04-28,51.59375,514.710022
1995-05-01,51.453125,514.26001
1995-05-02,51.5625,514.859985
1995-05-03,52.28125,520.47998
1995-05-04,52.25,520.539978
1995-05-05,52.1875,520.119995
1995-05-08,52.5625,523.960022
1995-05-09,52.515625,523.559998
1995-05-10,52.578125,524.359985
1995-05-11,52.71875,524.369995
1995-05-12,52.75,525.549988
1995-05-15,53.0,527.73999
1995-05-16,53.03125,528.190002
1995-05-17,52.828125,527.070007
1995-05-18,52.0625,519.580017
1995-05-19,52.09375,519.190002
1995-05-22,52.671875,523.650024
1995-05-23,53.15625,528.590027
1995-05-24,53.125,528.609985
1995-05-25,53.171875,528.590027
1995-05-26,52.5625,523.650024
1995-05-30,52.546875,523.580017
1995-05-31,53.640625,533.400024
1995-06-01,53.5,533.48999
1995-06-02,53.546875,532.51001
1995-06-05,53.875,535.599976
1995-06-06,53.78125,535.549988
1995-06-07,53.5,533.130005
1995-06-08,53.375,532.349976
1995-06-09,53.0625,527.940002
1995-06-12,53.359375,530.880005
1995-06-13,53.9375,536.049988
1995-06-14,53.890625,536.469971
1995-06-15,54.125,537.119995
1995-06-16,53.96875,539.830017
1995-06-19,54.578125,545.219971
1995-06-20,54.4375,544.97998
1995-06-21,54.40625,543.97998
1995-06-22,55.125,551.070007
1995-06-23,55.015625,549.710022
1995-06-26,54.359375,544.130005
1995-06-27,54.25,542.429993
1995-06-28,54.53125,544.72998
1995-06-29,54.4375,543.869995
1995-06-30,54.40625,544.75
1995-07-03,54.609375,547.090027
1995-07-05,54.8125,547.26001
1995-07-06,55.515625,553.98999
1995-07-07,55.765625,556.369995
1995-07-10,55.796875,557.190002
1995-07-11,55.53125,554.780029
1995-07-12,56.21875,560.890015
1995-07-13,56.09375,561.0
1995-07-14,56.046875,559.890015
1995-07-17,56.359375,562.719971
1995-07-18,55.875,558.460022
1995-07-19,55.265625,550.97998
1995-07-20,55.46875,553.539978
1995-07-21,55.40625,553.619995
1995-07-24,55.8125,556.630005
1995-07-25,56.234375,561.099976
1995-07-26,56.1875,561.609985
1995-07-27,56.65625,565.219971
1995-07-28,56.296875,562.929993
1995-07-31,56.15625,562.059998
1995-08-01,56.0625,559.640015
1995-08-02,55.9375,558.799988
1995-08-03,55.921875,558.75
1995-08-04,55.984375,558.940002
1995-08-07,56.109375,560.030029
1995-08-08,56.109375,560.390015
1995-08-09,56.09375,559.710022
1995-08-10,55.96875,557.450012
1995-08-11,55.65625,555.109985
1995-08-14,56.15625,559.73999
1995-08-15,56.046875,558.570007
1995-08-16,56.203125,559.969971
1995-08-17,56.109375,559.039978
1995-08-18,56.171875,559.210022
1995-08-21,56.015625,558.109985
1995-08-22,56.125,559.52002
1995-08-23,55.921875,557.140015
1995-08-24,55.984375,557.460022
1995-08-25,56.296875,560.099976
1995-08-28,56.09375,559.049988
1995-08-29,56.234375,560.0
1995-08-30,56.359375,560.919983
1995-08-31,56.40625,561.880005
1995-09-01,56.65625,563.840027
1995-09-05,57.1875,569.169983
1995-09-06,57.296875,570.169983
1995-09-07,57.328125,570.289978
1995-09-08,57.546875,572.679993
1995-09-11,57.703125,573.909973
1995-09-12,57.96875,576.51001
1995-09-13,58.234375,578.77002
1995-09-14,58.765625,583.609985
1995-09-15,58.4375,583.349976
1995-09-18,58.21875,582.77002
1995-09-19,58.5,584.200012
1995-09-20,58.78125,586.77002
1995-09-21,58.296875,583.0
1995-09-22,58.3125,581.72998
1995-09-25,58.21875,581.809998
1995-09-26,58.203125,581.409973
1995-09-27,58.15625,581.039978
1995-09-28,58.59375,585.869995
1995-09-29,58.484375,584.409973
1995-10-02,58.1875,581.719971
1995-10-03,58.25,582.340027
1995-10-04,58.1875,581.469971
1995-10-05,58.359375,582.630005
1995-10-06,58.40625,582.48999
1995-10-09,57.921875,578.369995
1995-10-10,57.890625,577.52002
1995-10-11,58.078125,579.460022
1995-10-12,58.4375,583.099976
1995-10-13,58.625,584.5
1995-10-16,58.34375,583.030029
1995-10-17,58.734375,586.780029
1995-10-18,58.90625,587.440002
1995-10-19,59.1875,590.650024
1995-10-20,58.828125,587.460022
1995-10-23,58.703125,585.059998
1995-10-24,58.765625,586.539978
1995-10-25,58.28125,582.469971
1995-10-26,57.75,576.719971
1995-10-27,58.1875,579.700012
1995-10-30,58.5625,583.25
1995-10-31,58.3125,581.5
1995-11-01,58.78125,584.219971
1995-11-02,59.15625,589.719971
1995-11-03,59.234375,590.570007
1995-11-06,59.03125,588.460022
1995-11-07,58.8125,586.320007
1995-11-08,59.34375,591.710022
1995-11-09,59.5625,593.26001
1995-11-10,59.53125,592.719971
1995-11-13,59.46875,592.299988
1995-11-14,59.078125,589.289978
1995-11-15,59.671875,593.960022
1995-11-16,60.0,597.340027
1995-11-17,60.1875,600.070007
1995-11-20,59.875,596.849976
1995-11-21,60.359375,600.23999
1995-11-22,60.171875,598.400024
1995-11-24,60.328125,599.969971
1995-11-27,60.34375,601.320007
1995-11-28,60.984375,606.450012
1995-11-29,61.046875,607.640015
1995-11-30,60.90625,605.369995
1995-12-01,60.984375,606.97998
1995-12-04,61.734375,613.679993
1995-12-05,62.140625,617.679993
1995-12-06,62.28125,620.179993
1995-12-07,61.953125,616.169983
1995-12-08,62.15625,617.47998
1995-12-11,62.421875,619.52002
1995-12-12,62.234375,618.780029
1995-12-13,62.625,621.690002
1995-12-14,62.171875,616.919983
1995-12-15,61.8125,616.340027
1995-12-18,60.625,606.809998
1995-12-19,61.265625,611.929993
1995-12-20,60.671875,605.940002
1995-12-21,60.984375,610.48999
1995-12-22,61.203125,611.950012
1995-12-26,61.5,614.299988
1995-12-27,61.46875,614.530029
1995-12-28,61.40625,614.119995
1995-12-29,61.484375,615.929993
1996-01-02,62.140625,620.72998
1996-01-03,62.3125,621.320007
1996-01-04,61.71875,617.700012
1996-01-05,61.59375,616.710022
1996-01-08,61.828125,618.460022
1996-01-09,60.765625,609.450012
1996-01-10,59.96875,598.47998
1996-01-11,60.328125,602.690002
1996-01-12,60.234375,601.809998
1996-01-15,60.109375,599.820007
1996-01-16,60.84375,608.440002
1996-01-17,60.65625,606.369995
1996-01-18,60.859375,608.23999
1996-01-19,61.265625,611.830017
1996-01-22,61.28125,613.400024
1996-01-23,61.421875,612.789978
1996-01-24,61.921875,619.960022
1996-01-25,61.703125,617.030029
1996-01-26,62.234375,621.619995
1996-01-29,62.484375,624.219971
1996-01-30,63.015625,630.150024
1996-01-31,63.671875,636.02002
1996-02-01,63.90625,638.460022
1996-02-02,63.640625,635.840027
1996-02-05,64.15625,641.429993
1996-02-06,64.765625,646.330017
1996-02-07,65.140625,649.929993
1996-02-08,65.84375,656.070007
1996-02-09,65.828125,656.369995
1996-02-12,66.328125,661.450012
1996-02-13,66.1875,660.51001
1996-02-14,65.609375,655.580017
1996-02-15,65.203125,651.320007
1996-02-16,64.9375,647.97998
1996-02-20,64.296875,640.650024
1996-02-21,65.09375,648.099976
1996-02-22,66.125,658.859985
1996-02-23,65.9375,659.080017
1996-02-26,65.0,650.460022
1996-02-27,64.796875,647.23999
1996-02-28,64.5,644.75
1996-02-29,63.875,640.429993
1996-03-01,64.890625,644.369995
1996-03-04,65.265625,650.809998
1996-03-05,65.875,655.789978
1996-03-06,65.296875,652.0
1996-03-07,65.625,653.650024
1996-03-08,63.5,633.5
1996-03-11,64.234375,640.02002
1996-03-12,63.734375,637.090027
1996-03-13,64.171875,638.549988
1996-03-14,64.453125,640.869995
1996-03-15,64.125,641.429993
1996-03-18,65.359375,652.650024
1996-03-19,65.21875,651.690002
1996-03-20,65.140625,649.97998
1996-03-21,64.984375,649.190002
1996-03-22,65.15625,650.619995
1996-03-25,65.03125,650.039978
1996-03-26,65.34375,652.969971
1996-03-27,64.75,648.909973
1996-03-28,65.0,648.940002
1996-03-29,64.6875,645.5
1996-04-01,65.4375,653.72998
1996-04-02,65.5625,655.26001
1996-04-03,65.5625,655.880005
1996-04-04,65.515625,655.859985
1996-04-08,64.390625,644.23999
1996-04-09,64.140625,642.190002
1996-04-10,63.0,633.5
1996-04-11,62.921875,631.179993
1996-04-12,63.71875,636.710022
1996-04-15,64.25,642.48999
1996-04-16,64.4375,645.0
1996-04-17,64.28125,641.609985
1996-04-18,64.375,643.609985
1996-04-19,64.53125,645.070007
1996-04-22,65.03125,647.890015
1996-04-23,65.234375,651.580017
1996-04-24,65.0,650.169983
1996-04-25,65.296875,652.869995
1996-04-26,65.4375,653.460022
1996-04-29,65.4375,654.159973
1996-04-30,65.390625,654.169983
1996-05-01,65.53125,654.580017
1996-05-02,64.40625,643.380005
1996-05-03,64.3125,641.630005
1996-05-06,64.25,640.809998
1996-05-07,63.984375,638.26001
1996-05-08,64.78125,644.77002
1996-05-09,64.734375,645.440002
1996-05-10,65.375,652.090027
1996-05-13,66.359375,661.51001
